01_prenom;02_genre;03_langage;04_fréquence
elias;m;greek, spanish, portuguese, finnish, hungarian;0.03
elicia;f;english;0
elidi;f;;0
eliezer;m;biblical;0
eligia;f;italian, spanish;0
eligio;m;italian, spanish;0
elihu;m;biblical;0.03
eliina;f;finnish;0
eliisa;f;finnish;0
elijah;m;english, jewish, biblical;0
elikapeka;f;hawaiian;0
elin;f;scandinavian;0
elina;f;finnish;0
elinor;f;english;0
eliot;m;english;0.25
eliott;m;english;0
eliphalet;m;biblical (variant);0
eliphelet;m;biblical;0
elisa;f;english, german, italian;0.10
elisabet;f;scandinavian;0
elisabeta;f;romanian;0
elisabeth;f;english, german, french, scandinavian, biblical (variant);0.54
elisabetta;f;italian;0.03
elisavet;f;greek;0
elisaveta;f;macedonian;0
élise;f;french;2.36
elise;f;english;0.06
eliseo;m;italian, spanish;0
elisha;m;biblical;0.06
elisheba;f;biblical;0
elisheva;f;jewish;0
elissa (1);f;roman mythology;0
elissa (2);f;english;0
elisud;m;welsh;0
elita;f;;0
eliud;m;biblical;0
eliyahu;m;jewish;0
eliza;f;english;0
elizabeta;f;slovene;0
elizabeth;f;english, biblical;0.45
elizaveta;f;russian;0
elkan;m;jewish;0
elkanah;m;biblical;0
elke (1);f;dutch, frisian;0
elke (2);f;jewish;0
ella;f;english;0.06
ellar;m;scottish;0
elle;f;english;4870.31
ellen;f;english;0.41
ellery;m,f;english;0.06
elli (1);f;german;0
elli (2);f;finnish;0
ellie;f;english;0
elliot;m;english;0.19
elliott;m;english;0.19
ellis (1);m;english;0
ellis (2);m;welsh;0
elly;f;english;0
elma;f;;0
elmas;f;turkish;0
elmer;m;english;0.10
elmira;f;english;0.06
elmo;m;italian;0
elnathan;m;biblical;0
elnora;f;english;0
elodia;f;spanish;0
élodie;f;french;4.84
elof;m;swedish;0
eloi;m;french;0
eloisa;f;italian, spanish;0
éloise;f;french;0
eloise;f;english;0
elouise;f;english;0
elov;m;swedish;0
eloy;m;spanish;0
elpida;f;greek;0
elpidio;m;italian, spanish, portuguese;0
elpidius;m;late roman;0
elpis;f;ancient greek;0
elric;m;english;0
elrond;m;literature;0
elroy;m;english;0
elsa;f;english, german, swedish;5.51
elsabeth;f;;0
elsdon;m;english;0
else;f;danish, norwegian, german;0.16
elsie;f;english;0.03
elspet;f;english, scottish;0
elspeth;f;english, scottish;0
elton;m;english;0.16
eluf;m;danish;0
eluned;f;welsh;0
elva;f;;0
elvin;m;english;0
elvina;f;;0
elvira;f;spanish;0
elvis;m;english;0.83
elwin;m;english;0.03
elwood;m;english;0
elwyn;m;english;0
ely;m;;0.10
elyse;f;;0
elysia;f;;0.03
elzbieta;f;polish;0.45
em;f;english;0.54
emánuel;m;hungarian;0
emanuel;m;scandinavian;0.03
emanuele;m;italian;0
emel;f;turkish;0
emelie;f;swedish;0
emelina;f;english, spanish;0
emeline;f;french;0
emely;f;english;0
emer;f;irish, irish mythology;0
emerald;f;english;0
emeric;m;;0
emerson;m;english;0.38
emery;m;english;0.03
emi;f;japanese;0.16
emidio;m;italian;0
emil;m;german, scandinavian, czech, hungarian, romanian;0.29
émile;m;french;12.14
emilee;f;english (modern);0
emilia;f;italian, spanish, portuguese, romanian;0
emilian;m;;0
emiliana;f;italian, spanish, portuguese;0
emiliano;m;spanish, italian;0.13
émilie;f;french;0.70
emilie;f;german;0.10
émilien;m;french;0.03
emilio;m;italian, spanish, portuguese;0.06
emily;f;english;0.25
emine;f;turkish;0
emlyn;m;welsh;0
emma;f;english, french, italian;1.21
emmaline;f;english;0
emmanouil;m;greek;0
emmanuel;m;biblical, french, english;2.61
emmanuelle;f;french;0.06
emmeline;f;english;0
emmerich;m;german;0.03
emmerson;m;english;0
emmet;m;english;0
emmett;m;english;0.03
emmie;f;english;0
emmy;f;english;0.03
emory;m;english;0
emrys;m;welsh;0
emyr;m;welsh;0
ena;f;irish;0.67
encarnacion;f;spanish;0.06
endre;m;hungarian;0
enéas;m;portuguese;0
enfys;m,f;welsh;0
engel;m;german;0.22
engelbert;m;german;0.10
engin;m;turkish;8.73
enid;f;welsh, welsh mythology;0
eniola;m;african;0
enitan;m;african;0
ennio;m;italian;0
ennis;f,m;irish;0.10
enoch;m;biblical;0.06
enok;m;scandinavian;0
enola;f;english;0
enos;m;biblical (variant);0
enosh;m;biblical;0
enric;m;catalan;0
enrica;f;italian;0
enrico;m;italian;1.02
enrique;m;spanish;0.03
enu;m,f;african;0
enya;f;irish;0
enyo;f;greek mythology;0
enzo;m;italian;0.06
eoforhild;f;anglo-saxon;0
eoghan;m;irish, scottish;0
eoin;m;irish, scottish;0
eos;f;greek mythology;0
eowyn;f;literature;0
epaphras;m;biblical, ancient greek;0
epaphroditos;m;ancient greek;0
ephraim;m;biblical, jewish;0
epifanio;m;spanish;0
epiktetos;m;ancient greek;0
epiphany;f;english;0
epona;f;celtic mythology;0
eppie;f;english;0
era;f;;0.22
eran;m;biblical;0
erasmus;m;;0.03
erastus;m;biblical;0
erato;f;greek mythology;0.06
ercole;m;italian;0.03
ercwlff;m;welsh;0
erdem;m;turkish;0
erdmann;m;german;0
erebus;m;greek mythology (latinized);0.06
eren;m;turkish;0
erez;m;jewish;0
erhard;m;german;0
eric;m;english, french;0.51
erica;f;english;0
erich;m;german;0.51
erick;m;english;0
ericka;f;english;0
erik;m;scandinavian, czech;0.32
erika;f;german, scandinavian, hungarian, czech;0.10
erin;f;english, irish;0.03
eris;f;greek mythology;0.06
erishkigal;f;near eastern mythology;0
erkki;m;finnish;0
erland;m;swedish, danish;0.03
erle;m;english;0
erlend;m;norwegian, danish;0.89
erma;f;;0
ermanno;m;italian;0
ermenegilde;m;french;0
ermenegildo;m;italian;0
ermentraud;f;german;0
ermentraude;f;german;0
ermete;f;italian;0
ermintrude;f;english;0
ermolai;m;russian;0
ermtraud;f;german;0
ern;m;english;0
erna;f;german;0.03
ernest;m;english;6.50
ernesta;f;italian, spanish, english;0
ernestine;f;english;0.19
ernesto;m;italian, spanish, portuguese;0
ernie;m;english;0
ernõ;m;hungarian;0
ernst;m;german, dutch;2.13
eros;m;greek mythology;0.32
errol;m;english;0.06
erskine;m;scottish, irish, english;0.13
ervin;m;hungarian;0.03
ervins;m;latvian;0
erwan;m;breton;0
erwin;m;german;0.03
erykah;f;english (modern);0
eryn;f;english;0
erzsébet;f;hungarian;0
erzsi;f;hungarian;0
esa;m;finnish;0.06
esaias;m;biblical;0
esau;m;biblical;0.03
esdras;m;biblical;0.06
eseld;f;cornish;0
eser;f,m;turkish;0
eshe;f;african;0
esi;f;african;0
esin;f;turkish;0
esmail;m;indian;0
esmaralda;f;english;0
esmé;m,f;french;0
esmée;f;french;0.96
esmeralda;f;spanish, english;0.16
esmond;m;english;0.03
esmund;m;english;0
esperanta;f;esperanto;0
esperanza;f;spanish;0
espiridion;m;spanish;0
essa;f;;0
essence;f;english;38.52
essie;f;english;0
esta;f;english;0.10
estachio;m;italian;0
estavan;m;spanish;0
estéban;m;spanish;0
estee;f;;0
estefanía;f;spanish;0
estela;f;portuguese;0
estella;f;english;0
estelle;f;english;0.64
ester;f;scandinavian;0.54
esteri;f;finnish;0
estevão;m;portuguese;0
estève;m;provençal;0.16
esteve;m;catalan;0
esther;f;english, jewish, french, biblical;3.73
estrella;f;spanish;0.13
esyllt;f;welsh;0
eszter;f;hungarian;0
eszti;f;hungarian;0
étaín;f;irish mythology;0
etel;f;hungarian;0
etelka;f;hungarian;0
ethalyn;f;english;0
ethan;m;jewish, english, biblical;0
ethel;f;english;1.18
ethelbert;m;anglo-saxon (latinized);0
etheldreda;f;anglo-saxon (latinized);0
ethelinda;f;anglo-saxon;0
ethelred;m;anglo-saxon (latinized);0
ethna;f;irish;0
ethne;f;irish;0
étienne;m;french;10.58
etna;f;irish;0.38
etta;f;english;0
ettie;f;english;0
ettore;m;italian;0.06
etzel;m;german;0.06
euan;m;scottish;0
euclid;m;ancient greek (anglicized);0
eudocia;f;ancient greek (latinized);0
eudora;f;english;0
eudoxia;f;ancient greek;0
eufemia;f;italian, spanish, portuguese;0.06
eugen;m;german, romanian;0.16
eugène;m;french;7.20
eugene;m;english;0
eugênia;f;portuguese;0
eugenia;f;italian, spanish, romanian, english;0.03
eugénie;f;french;4.11
eugênio;m;portuguese;0
eugenio;m;italian, spanish;6.21
eula;f;english;0
eulalia;f;english, italian, spanish;0
eulalie;f;french;0.19
eulia;f;;0
eumelia;f;ancient greek;0
eunice;f;biblical, english, ancient greek (latinized);0
euphemia;f;ancient greek, english;0
euphranor;m;ancient greek;0
euphrosyne;f;greek mythology;0
euripides;m;ancient greek;0
eurydice;f;greek mythology (latinized);1.05
eusebio;m;spanish, portuguese, italian;0.03
eusebios;m;ancient greek;0
eusebius;m;ancient greek (latinized);0
eustace;m;english;0
eustache;m;french;2.01
eustacia;f;;0
eustaquio;m;spanish, portuguese;0
eustathios;m;greek, ancient greek;0
euterpe;f;greek mythology;0.06
euthalia;f;ancient greek, greek;0
euthymius;m;ancient greek (latinized);0
eutropia;f;ancient greek (latinized);0
eutropio;m;spanish;0
eutropius;m;ancient greek (latinized);0
eutychius;m;ancient greek (latinized);0
eutychos;m;ancient greek;0
éva;f;hungarian;1.05
eva;f;italian, spanish, portuguese, english, german, dutch, scandinavian, russian, czech;0.19
evadne;f;greek mythology;0
evaline;f;english;0
evalyn;f;english;0
evan;m;welsh, english;0
evander (1);m;greek mythology (latinized), roman mythology;0
evander (2);m;scottish, english;0
evangelina;f;english, bulgarian;0
evangeline;f;english;0.06
evangelos;m;greek;0
évariste;m;french;0.25
evaristo;m;spanish, italian, portuguese;0
evaristus;m;ancient greek (latinized);0
evdokia;f;greek;0
evdokiya;f;russian, bulgarian;0
eve;f;english, french, biblical;0.22
eveleen;f;english;0
eveliina;f;finnish;0
evelina;f;english, italian;0
eveline;f;english;0
evelyn;f,m;english;0.13
everard;m;english;0
everett;m;english;0
everette;m,f;english;0
everild;f;;0
everitt;m;english;0
evert;m;german;0
evette;f;french, english;0
evfemia;f;greek;0
evfrosyne;f;greek;0
evgeni;m;russian;0
evgenia;f;greek;0
evgeniya;f;russian;0
evgeny;m;russian;0
evie;f;english;0
évike;f;hungarian;0
evita;f;spanish;0.16
evonne;f;;0
evpraksiya;f;russian;0
evrard;m;french;0.06
evron;m;jewish;0
evstathios;m;greek;0
evthalia;f;greek;0
ewa;f;polish;0.35
ewald;m;german;0.19
ewan;m;scottish;0.03
ewart;m;english;0.06
ewen;m;scottish;0
ezar;m;;0
ezekiel;m;biblical, english;0.03
ezra;m;biblical, english, jewish;0.51
eztebe;m;basque;0
faas;m;dutch;0
fabia;f;ancient roman, italian;5.03
fábián;m;hungarian;0
fabian;m;english, german, dutch, polish;0.06
fabiana;f;italian, spanish, portuguese;0.03
fabiano;m;italian;3.66
fabien;m;french;0.32
fabienne;f;french;2.07
fabio;m;italian, spanish, portuguese;0.10
fabiola;f;italian, french, german;0.10
fabius;m;ancient roman;1.08
fabó;m;hungarian;0
fabrice;m;french;0.92
fabricio;m;spanish, portuguese;0
fabrizia;f;italian;0
fabrizio;m;italian;4.49
fachtna;m;irish, irish mythology;0
faddei;m;russian;0
fadi;m;arabic;0
fadia;f;arabic;0
fadil;m;arabic;0.03
fadila;f;arabic;0
fadl;m;arabic;0
fae;f;english;0
fáelán;m;irish;0
fahd;m;arabic;0
fahim;m;arabic;0
fahima;f;arabic;0
fahmida;f;indian;0
faiga;f;jewish;0
faigel;f;jewish;0
fairuza;f;arabic;0
faith;f;english;0.10
faithe;f;english (modern);0
faivish;m;jewish;0
faizel;m;arabic;0
fajra;f;esperanto;0
fakhri;m;arabic;0
fakhriyya;f;arabic;0
falk;m;jewish;0
fancy;f;english;0.03
fane;m;romanian;0.51
fannie;f;english;0
fanny;f;english;1.37
faolán;m;irish;0
farag;m;arabic;0
farah;f;arabic;0.10
faraj;m;arabic;0
faramond;m;;0
fardoos;f;arabic;0
fareed;m;indian;0
farid;m;arabic;0.89
farida;f;arabic;2.96
fariha;f;arabic;0
faris;m;arabic;0.03
farley;m;english;0
faron;m;english;0.06
farooq;m;arabic;0
farouk;m;arabic;0.54
farquhar;m;irish, scottish;0
farrah;f;arabic;0
farran;m;english;0
farrell;m;english;0.03
faruq;m;arabic;0
fastred;m;;0
fathi;m;arabic;0
fathiyya;f;arabic;0
fatima;f;arabic, portuguese;0.45
fatin;f;arabic;0
fatma;f;arabic;0.45
fauna;f;roman mythology;0.06
faunus;m;roman mythology;0
fausta;f;italian, ancient roman;0.16
faustina;f;ancient roman, italian;0.57
faustine;f;french;0.03
fausto;m;italian, spanish, portuguese;0.10
faustus;m;ancient roman;0.19
fawn;f;english;0
fawzi;m;arabic;0
fawziyya;f;arabic;0
fay;f;english;0.29
faye;f;english;0.10
fayiz;m;arabic;0
fayruz;f;arabic;0
faysal;m;arabic;0
fayvel;m;jewish;0
fayza;f;arabic;0
fearchar;m;irish, scottish;0
feardorcha;m;irish;0
fearghal;m;irish;0
fearghas;m;irish, scottish;0
fechín;m;irish;0
fedele;m;italian;0
fedelma;f;irish;0
federica;f;italian;0
federico;m;spanish, italian;0.13
federigo;m;spanish;0
fedora;f;russian;0
fedot;m;russian;0
fedya;m;russian;0
feichín;m;irish;0
feidhelm;f;irish;0
feidhlim;m;irish;0
feidhlimidh;m;irish;0
feige;f;jewish;0
feivel;m;jewish;0
felice;m;italian;0.06
felicia;f;ancient roman, english, italian, hungarian;0
feliciana;f;spanish, italian, ancient roman;0
feliciano;m;italian, spanish, portuguese;0
felicidad;f;spanish;0
felicidade;f;portuguese;0
félicie;f;french;0.35
felicie;f;german;0
felicien;m;french;0
felicienne;f;french;0
felìcita;f;italian;0
felicity;f;english;0
felim;m;irish;0
felina;f;;0
felipa;f;spanish, portuguese;0
felipe;m;spanish, portuguese;2.45
feliu;m;catalan;0
félix;m;french;6.98
felix;m;english, german, romanian, ancient roman, biblical;0.48
femi;m;african;0
femie;f;english;0
femke;f;dutch;0
fenella;f;scottish;0.03
fenton;m;english;0
feodor;m;russian;0
feodora;f;russian;0
feofilakt;m;russian;0
ferapont;m;russian;0
ferdie;m;english;0
ferdinand;m;english, german, french, czech;5.13
ferdinanda;f;italian, german, czech, english;0
ferdinando;m;italian;0.06
ferdy;m;english;0
ferenc;m;hungarian;0
fergal;m;irish;0
fergie;m,f;scottish;0
fergus;m;irish, scottish;0
feri;m;hungarian;0
ferko;m;hungarian;0
fermin;m;spanish;0.03
fern;f;english;0
fernand;m;french;7.58
fernanda;f;spanish, portuguese;0
fernande;f;french;1.31
fernando;m;spanish, portuguese;3.03
fernão;m;portuguese;0
ferne;f;english (modern);0.03
feroze;m;arabic;0
ferran;m;catalan;0
ferrer;m;;1.12
ferruccio;m;italian;0
fester;m;german;0
festus;m;ancient roman, biblical;0
ffion;f;welsh;0
ffraid;f;welsh;0
fiachna;m;irish;0
fiachra;m;irish, irish mythology;0
fiacre;m;french;2.23
fiammetta;f;italian;0.03
fidan;f;turkish;0
fidda;f;arabic;0
fidel;m;spanish;0.13
fidelia;f;;0
fidelis;m;ancient roman;0.03
fidelma;f;irish;0
fido;m;english;0.03
fiera;f;esperanto;0
fife;m;scottish;0
fifi;f;french;3.66
fihr;m;arabic;0
fikri;m;arabic;0
fikriyya;f;arabic;0
filander;m;;0
filat;m;russian;0
filbert;m;;0
filep;m;hungarian;0
filib;m;scottish;0
filibert;m;;0.03
filiberto;m;italian;0
filip;m;scandinavian, dutch, czech, bulgarian, polish;0
filipa;f;russian, polish, czech;0
filipe;m;portuguese;0
filippo;m;italian;0.16
fillin;m;irish;0
filomena;f;italian, spanish, portuguese;0
fina;f;english;0.06
finbar;m;irish;0
findlay;m;;0
finella;f;scottish;0
fingal;m;scottish;0.16
fingall;m;scottish;0
finlay;m;irish, scottish;0
finley;m;irish, scottish;0.03
finn;m;irish;0.19
finnbar;m;irish;0
finnegan;m;english;0
finnén;m;irish;0
finnguala;f;irish, irish mythology;0
finnian;m;irish;0
finola;f;irish, scottish;0
fintan;m;irish;0
fion;m;irish;1.24
fíona;f;irish;0
fiona;f;scottish;0
fionn;m;irish, irish mythology;0
fionnbharr;m;irish;0
fionnghall;m;scottish;0
fionnghuala;f;irish, irish mythology;0
fionnlagh;m;irish, scottish;0
fionntán;m;irish, scottish;0
fionnuala;f;irish;0
fionola;f;irish, scottish;0
fioralba;f;italian;0
fiorella;f;italian;0.03
fiorenza;f;italian;0
fiorenzo;m;italian;0
firdaus;m;iranian, indian;0
firdos;m;indian;0
firenze;f;;0.06
firmin;m;french;0.54
firmino;m;italian;0
firoz;m;arabic;0
fishel;m;jewish;0
fishke;m;jewish;0
fitz;m;english;0.13
fitzroy;m;english;0
fizza;f;arabic;0
flaithrí;m;irish;0
flann;m,f;irish;0
flannan;m,f;irish;0
flavia;f;italian, ancient roman;0
flavian;m;;0
flavie;f;french;2.45
flavio;m;italian, spanish, portuguese;0.29
flavius;m;ancient roman;0.10
flemming;m;danish;0.19
fletcher;m;english;0.19
fleur;f;english;32.56
fleuretta;f;english;0
flick;f;english;0.06
flip;m;english;1.15
flo;f;english;0
floella;f;english (modern);0
flora;f;english, german, italian, roman mythology;0.76
florence;f,m;english, french;9.68
florencio;m;spanish, portuguese;0
florentin;m;french;0.80
florentina;f;italian, english, ancient roman;0
floretta;f;;0
florette;f;french;0
florian;m;german, polish, french;1.31
floriana;f;italian;0
florianne;f;french;0
floriano;m;italian;0
florin;m;romanian;0.38
florinda;f;english;1.85
florine;f;;0.06
floris;m;dutch;0.10
florrie;f;english;0
florry;m;irish;0
flossie;f;english;0.03
flower;f;english;0.10
floyd;m;english;0.13
flurry;m;irish;0
foka;m;russian;1.02
folami;m;african;0
folant;m;welsh;0
folke;m;scandinavian;0.03
foma;m;russian;0
fonsie;m;;0
forbes;m;scottish;0.48
ford;m;english;2.90
forest;m;english;0.32
forrest;m;english;0.03
fortunata;f;italian, spanish, portuguese, ancient roman;0
fortunato;m;italian, spanish, portuguese;0.03
fortune;f;english;35.39
foster;m;english;0.38
fotis;m;greek;0
fouad;m;arabic;0
fox;m;english;2.71
fran;f;english;0.13
franc;m;slovene;18.60
franca;f;italian;0.03
france;m;english;394.52
francene;f;english;0
frances;f;english;0.13
francesca;f;italian;1.08
francesco;m;italian;0.99
franci;f;hungarian;0
francine;f;french, english;5.42
francis;m,f;english;14.24
francisca;f;spanish, portuguese;0
francisco;m;spanish, portuguese;3.73
franciscus;m;late roman;0.19
franciska;f;hungarian, slovene;0
franck;m;french;11.82
franco;m;italian;10.90
françois;m;french;30.46
françoise;f;french;20.13
frang;m;scottish;0
frangag;f;scottish;0
frank;m;english;2.61
frankie;m,f;english;0.10
franklin;m;english;2.58
franklyn;m;english;0
frannie;f;english;0
frans;m;dutch, scandinavian;0.03
franseza;f;breton;0
frantisek;m;czech;0
frantiska;f;czech;0
franz;m;german;3.22
franziska;f;german;0
fraser;m;scottish, english;0.35
frauke;f;german;0
fravardin;m;;0
frazier;m;scottish, english;0
frea;f;;0
fred;m;english;9.37
freda;f;jewish, english;0
freddie;m,f;english;0.03
freddy;m;english;1.05
frédéric;m;french;7.65
frederica;f;english, portuguese;0
frederick;m;english;0.06
frederico;m;portuguese;0.06
frederik;m;danish;0.03
frederikke;f;danish;0
frédérique;f;french;5.80
fredo;m;italian;1.88
fredrick;m;english;0
fredrik;m;swedish;0
freek;m;dutch;0
freeman;m;english;0.03
freja;f;swedish;0
frey;m;norse mythology;0.10
freya;f;norse mythology;0
freyde;f;jewish;0
freyr;m;norse mythology;0
frida;f;swedish, hungarian;0.16
frideswide;f;anglo-saxon;0
fridrik;m;hungarian;0
fridtjof;m;scandinavian;0
frieda;f;english;0.10
friede;f;german;0
friedemann;m;german;0
friederike;f;german;0
friedhelm;m;german;0
friedhold;m;german;0
friedrich;m;german;1.37
frigg;f;norse mythology;0
frigyes;m;hungarian;0
fríða;f;icelandic;0
friðrika;f;icelandic;0
fritjof;m;scandinavian;0
fritz;m;german;3.12
fritzi;f;german;0.03
frode;m;danish, norwegian;0
fruma;f;jewish;0
fryderyk;m;polish;0
fu;m;chinese;0.13
fuad;m;arabic;0
fulbert;m;;0
fulgencio;m;spanish;0
fulgenzio;m;italian;0
fulk;m;english;0
fulke;m;english;0
fülöp;m;hungarian;0
fulton;m;english;0.86
fulvia;f;italian, ancient roman;0
fulvio;m;italian;0.06
fyfe;m;scottish;0
fyodor;m;russian;0
gabby;m,f;english;0
gabe;m;english;0.03
gabi;m;hungarian, romanian;0
gabino;m;spanish;0
gabir;m;arabic;0
gábor;m;hungarian;0
gabr;m;arabic;0
gábriel;m;hungarian;0
gabriel;m;english, french, german, spanish, portuguese, romanian, biblical;25.20
gabriela;f;portuguese, romanian;0
gabriele (1);m;italian;0
gabriele (2);f;german;0
gabriella;f;italian, hungarian;1.24
gabrielle;f;french, english;17.87
gad;m;biblical;0
gadar;f;armenian;0
gae;f;english;0
gaea;f;greek mythology (latinized);0
gaenor;f;english;0
gaétan;m;french;0.03
gaetana;f;italian;0
gaetane;f;french;0
gaetano;m;italian;0.70
gafar;m;arabic;0
gage;m;english;4.30
gaia;f;greek mythology;0
gail;f,m;english;1.27
gaila;f;english;0
gaius;m;ancient roman;0.10
gaja;f;esperanto;0
gal;f;jewish;0.22
gala;f;russian;2.39
galadriel;f;literature;0
galahad;m;welsh mythology;0.06
galal;m;arabic;0
gale;m,f;english;0.51
galen;m;english;0.03
galia;f;jewish;0
galila;f;arabic;0
galina;f;russian;0
gall;m;english;0.92
gallagher;m;irish, english;0
gallus;m;ancient roman;0.13
galya;f;russian;0
gamal;m,f;arabic;0.03
gamaliel;m;biblical;0.10
gamil;m;arabic;0
gamila;f;arabic;0
ganesh;m;indian, hindu mythology;0
ganesha;m;indian;0.03
garbhán;m;irish;0
gardenia;f;english;0
gareth;m;welsh, english;0
garey;m;english;0
garfield;m;english;0
garland;m;english;0
garnet;m,f;english;0
garnette;f;english;0
garret;m;english;0.29
garrett;m;english;0.22
garrick;m;english;0.03
garry;m;english, scottish;0
garsha;m;russian;0
garth;m;english;0
